enrolment_id,total_interaction_percent,total_attendance_percent,topic_one_percent,topic_two_percent,topic_three_percent,topic_four_percent,total_assessment_score_percent,gpa
5235287,60,57,91,21,10,44,52,4
7700773,65,32,14,71,13,36,40,2
8311042,43,35,99,91,46,30,49,3
5483106,42,78,99,32,29,32,57,4
5787965,27,59,74,46,30,3,38,2
7378990,19,51,21,90,23,86,38,2
5153015,83,62,64,33,59,96,68,5
5929542,43,72,65,82,5,90,59,4
9632347,19,51,45,33,8,79,36,2
9870744,24,71,23,0,39,2,35,2
5913847,82,59,75,40,61,56,66,5
6942526,59,42,51,20,86,80,51,4
9431486,35,84,90,21,27,33,54,4
7281987,51,38,22,54,96,81,51,4
8146972,34,44,51,44,19,35,39,2
8329788,83,36,91,30,23,54,59,4
8581313,27,64,92,20,53,28,45,3
6297733,92,55,99,14,26,11,60,4
7555049,34,45,79,78,48,92,50,4
8375287,28,61,30,91,52,26,44,2
5565744,47,28,0,53,27,69,38,2
8022076,76,42,89,27,91,98,64,4
8783852,34,68,8,86,67,10,48,3
9828744,66,53,11,96,97,10,54,4
7352451,45,49,81,63,3,71,49,3
9358877,31,46,70,75,66,6,42,2
9634825,63,72,0,7,80,29,54,4
6215561,19,59,8,53,97,6,37,2
6395201,93,45,99,96,13,56,70,5
6922057,65,55,75,51,3,58,57,4
8872051,62,40,73,68,19,77,54,4
6841373,49,49,25,72,79,72,52,4
8017697,88,42,25,10,6,72,51,4
8479392,54,42,79,13,76,72,54,4
9400689,24,48,86,89,79,70,52,4
5257572,34,52,55,48,52,94,50,4
6068510,49,42,83,68,30,88,52,4
7294608,33,59,3,98,63,49,50,4
9534921,43,70,99,46,48,35,57,4
6351776,78,42,2,34,30,19,48,3
8236217,69,60,23,50,47,14,54,4
8633132,55,81,85,15,62,6,57,4
9292351,71,32,76,71,25,75,53,4
5536978,37,47,64,98,21,21,44,2
5690722,40,54,79,72,15,13,44,2
8627964,73,76,58,78,39,60,70,5
9036149,44,45,39,37,42,80,46,3
5617960,49,44,43,0,34,86,44,2
7121599,69,83,49,44,51,57,68,5
7982140,76,40,68,78,31,33,53,4
8397856,58,44,39,13,54,74,51,4
5512186,40,46,8,11,9,57,36,2
7410865,33,41,76,52,22,60,40,2
7571914,75,36,20,33,49,64,52,4
5151863,37,24,73,86,7,84,42,2
5770879,61,54,44,16,67,95,58,4
7582148,35,37,63,51,79,61,43,2
8772814,13,30,89,36,16,17,28,2
7115034,36,57,4,69,39,23,42,2
8694217,28,40,69,66,55,27,36,2
9793053,75,55,3,42,62,61,56,4
7893575,30,60,65,75,37,90,53,4
9105107,24,43,40,18,25,55,31,2
9734516,65,52,21,92,2,2,49,3
5428072,49,45,69,91,78,10,52,4
8135721,95,65,18,42,87,5,68,5
8741991,43,67,0,9,12,65,44,2
9357673,54,47,66,59,33,71,50,4
9614876,30,70,27,63,7,89,46,3
9895332,50,35,42,34,38,35,39,2
9933342,44,41,43,83,86,43,49,3
5929728,27,58,1,23,7,4,32,2
6060469,45,45,77,84,7,70,47,3
8654194,86,48,35,53,23,85,63,4
5338783,17,64,69,81,9,33,41,2
7412179,70,54,71,58,30,83,61,4
7845224,62,48,8,51,41,84,52,4
9221626,45,54,89,24,65,59,50,4
6070019,50,53,25,59,75,73,50,4
8458386,16,28,39,68,45,64,33,2
9862834,63,73,79,62,45,91,66,5
7546324,22,50,85,49,89,80,51,4
7633365,24,60,30,44,31,69,41,2
8098679,38,32,95,50,40,1,37,2
9528354,51,38,92,58,35,21,48,3
5833020,4,53,27,78,75,94,41,2
6212025,89,73,9,36,82,50,68,5
6531206,57,31,5,43,57,99,47,3
9187022,77,72,13,23,74,16,59,4
8599510,26,29,59,46,64,13,34,2
9882353,63,27,20,61,42,49,44,2
9883547,88,49,95,89,79,94,75,6
6104403,51,49,76,54,1,28,48,3
6512719,59,25,58,55,81,14,45,3
8841345,84,47,28,10,12,40,53,4
9606810,67,65,23,97,94,99,67,5
6141491,40,46,0,18,51,37,36,2
6745646,71,26,64,11,37,10,42,2
7311263,46,72,40,39,52,23,49,3
7536242,38,42,52,84,24,18,39,2
5601108,95,49,82,46,87,90,72,5
5688419,57,44,50,2,3,3,38,2
7089425,61,60,29,68,4,8,48,3
5153324,70,37,99,86,2,82,57,4
5771525,18,45,48,59,51,58,37,2
7186026,14,48,51,85,1,36,33,2
6991264,64,38,79,90,73,41,55,4
7602893,29,40,92,13,67,90,43,2
7689323,70,45,74,53,41,74,58,4
9308433,74,85,19,68,74,49,70,5
5787734,68,53,96,68,35,40,61,4
6740295,79,32,91,51,87,53,59,4
7230763,58,42,39,25,24,19,43,2
7757669,80,38,56,93,28,77,60,4
5600459,33,48,95,14,82,44,43,2
6096082,52,22,6,10,9,36,29,2
7166892,72,61,37,75,4,84,61,4
8422723,50,33,37,87,56,33,43,2
6829825,67,49,65,97,1,33,55,4
7836052,36,48,12,10,24,98,42,2
9265187,76,40,71,66,51,38,56,4
5298662,48,57,12,63,76,82,54,4
8428753,50,48,85,76,11,89,55,4
9952018,70,53,86,26,86,44,63,4
5402657,47,83,57,2,61,60,58,4
8218823,67,30,61,32,98,52,52,4
8876064,60,65,80,12,63,50,59,4
9127825,53,40,18,35,95,42,46,3
6829131,51,60,35,75,33,45,50,4
8525511,26,61,89,99,11,74,50,4
9066421,46,62,43,80,61,20,54,4
6714247,83,34,66,79,61,95,67,5
6954974,70,32,77,69,56,94,58,4
7222406,83,41,78,5,57,83,60,4
7405818,56,43,84,84,38,82,56,4
6838536,18,70,8,45,84,17,46,3
7049030,73,61,92,38,72,36,63,4
9150368,36,42,19,20,78,78,42,2
6506248,41,66,17,27,48,46,45,3
7667923,65,49,49,78,82,62,59,4
8086417,52,65,14,37,4,22,45,3
6857636,67,38,39,55,27,35,51,4
8160146,30,35,82,86,79,96,50,4
9596208,70,49,16,0,15,71,46,3
5421921,41,57,3,79,36,41,46,3
7322953,21,50,26,84,9,53,38,2
7776409,69,26,0,57,66,78,47,3
9077102,47,50,14,78,61,61,54,4
5488230,33,54,21,72,1,44,42,2
6285342,33,28,75,6,78,32,36,2
6810403,41,33,70,24,59,68,40,2
7669228,49,60,51,83,45,54,57,4
6780864,76,49,44,60,27,97,62,4
7174065,18,29,98,62,26,97,42,2
9704833,86,47,75,92,71,91,71,5
5834787,49,45,86,38,84,81,55,4
6018243,36,34,30,98,54,59,45,3
6224524,67,61,96,86,42,17,60,4
6836457,57,30,76,49,71,56,49,3
6274136,60,41,73,28,72,66,54,4
8972420,31,38,45,2,90,49,43,2
9235553,74,63,84,18,57,77,62,4
9947460,13,46,46,30,28,66,34,2
5619258,32,45,29,30,60,51,37,2
5893084,45,29,43,16,83,94,44,2
6726247,8,73,54,19,34,84,40,2
5627087,38,54,15,60,99,63,48,3
7719293,39,47,43,87,86,23,49,3
8212139,49,53,71,24,1,80,49,3
6633691,89,45,85,95,91,15,69,5
6829616,50,53,6,2,18,14,37,2
9319284,57,57,37,85,58,63,56,4
9337850,16,55,53,40,84,76,48,3
5825118,38,72,21,7,24,22,44,2
6433740,70,51,97,95,25,42,59,4
7896372,53,32,58,17,60,34,42,2
5856373,32,51,79,57,60,80,49,3
8584138,61,36,84,13,97,97,60,4
9063120,76,76,98,49,54,27,69,5
5449653,46,39,71,56,71,3,46,3
7955212,50,58,75,41,1,0,45,3
8818940,64,74,87,29,1,84,62,4
9607323,36,56,52,57,0,24,42,2
5984516,39,58,42,3,35,36,40,2
6690247,42,35,35,21,64,7,37,2
7934709,74,43,84,18,86,64,56,4
9871500,84,64,81,24,90,59,69,5
5416939,74,54,21,83,87,10,57,4
8650859,48,43,75,79,32,59,50,4
8929519,59,57,90,95,10,87,65,5
6926965,33,41,3,48,48,63,38,2
7290308,49,39,9,89,48,70,50,4
9431647,29,55,88,3,95,15,41,2
5613677,60,79,45,97,54,43,65,5
8098668,68,49,51,18,33,93,53,4
8760394,82,56,50,68,47,62,64,4
9534217,62,34,49,43,75,66,53,4
7977573,84,54,14,14,30,42,53,4
8142792,48,64,25,55,23,87,54,4
9397700,57,59,9,58,23,7,44,2
9486232,30,59,35,77,48,3,43,2
6062404,89,42,14,79,39,38,55,4
6611147,69,48,91,30,14,12,53,4
7298309,66,71,88,71,64,81,70,5
8131524,20,35,86,62,71,2,33,2
5960975,32,47,79,57,71,82,50,4
7596477,76,49,46,87,88,80,68,5
9333051,64,51,3,8,50,62,47,3
6292831,74,24,86,86,32,58,52,4
6416186,92,40,46,86,0,93,61,4
8808610,69,45,20,89,75,59,57,4
6174823,16,39,16,85,57,97,40,2
6789114,39,46,47,1,74,7,35,2
8313555,88,64,14,36,47,92,64,4
5201754,56,67,73,26,80,88,63,4
6279341,32,23,3,60,47,57,31,2
9320661,56,49,55,60,21,52,53,4
9983372,41,51,58,78,82,36,55,4
5635984,39,48,78,72,19,4,43,2
6235578,25,64,74,2,59,69,46,3
7246481,64,60,17,99,70,39,61,4
7971222,42,28,23,81,94,59,45,3
5484547,50,59,25,97,68,59,58,4
5942147,82,47,98,13,74,17,60,4
8217219,5,43,1,53,56,15,25,2
9892560,38,28,17,58,78,64,41,2
7177917,52,54,93,83,34,38,58,4
7349783,49,58,8,64,48,75,52,4
7465751,46,61,50,44,97,99,59,4
9842022,33,64,27,77,2,1,40,2
6636557,73,61,77,60,86,39,66,5
6939572,33,42,72,99,6,17,43,2
8718084,77,59,70,19,98,77,67,5
5826269,65,65,97,55,8,28,58,4
9611888,34,72,25,24,52,54,46,3
9816943,52,36,14,9,75,90,47,3
7120715,39,45,64,99,43,70,49,3
7440238,8,34,55,63,4,84,32,2
7509669,48,75,79,96,34,25,65,5
9500829,77,48,87,14,31,30,56,4
5642379,37,51,76,69,66,86,53,4
6887765,43,60,4,40,38,13,41,2
7841666,34,59,69,14,86,35,51,4
8913436,11,29,11,28,48,30,24,2
9422871,78,52,18,58,69,85,62,4
9605643,57,86,60,73,76,86,76,6
5450462,31,40,93,39,48,43,41,2
6952408,60,47,16,69,51,60,56,4
8492439,94,52,64,39,19,11,61,4
5381961,42,52,45,62,67,21,49,3
5989810,68,76,25,34,65,88,65,5
9112293,74,26,71,71,75,68,57,4
9357859,35,65,79,49,25,44,51,4
5131808,32,79,15,20,17,59,44,2
6609423,79,58,57,4,90,68,64,4
8640813,31,41,46,53,99,27,43,2
5842109,70,60,52,30,39,55,57,4
7281469,37,24,45,88,46,98,44,2
9714162,70,57,79,32,54,59,61,4
5321532,43,55,28,44,94,52,52,4
5330225,24,48,11,84,10,3,34,2
7297503,28,45,33,21,30,15,30,2
8528488,62,33,89,46,50,69,54,4
5279281,65,64,22,52,39,19,55,4
8266966,73,75,93,71,71,4,66,5
9225031,17,38,99,52,56,6,34,2
9508176,56,57,35,61,47,97,57,4
5490361,46,40,70,43,20,51,44,2
7623899,24,42,78,2,62,69,38,2
8498168,51,68,0,87,93,85,62,4
9935233,64,25,45,90,7,67,50,4
5207791,42,65,49,81,27,14,48,3
6446211,38,66,32,22,52,26,45,3
8375609,69,53,48,73,48,44,61,4
9272508,34,55,31,36,25,38,40,2
5210660,31,36,0,13,85,48,36,2
6125524,83,49,64,64,42,99,64,4
8598734,63,62,13,44,31,95,57,4
8773542,48,51,24,52,64,59,50,4
5244716,45,54,28,59,75,97,53,4
5378124,73,54,21,9,89,50,55,4
5825157,73,32,67,51,47,19,52,4
7710996,16,46,7,45,90,24,33,2
6406321,85,33,26,69,15,23,50,4
6815997,58,43,23,96,48,7,51,4
8417972,79,68,35,74,69,40,68,5
6333715,45,37,68,57,98,75,53,4
7792960,63,46,42,84,65,36,56,4
8189860,27,52,30,21,22,96,38,2
8954220,63,48,21,41,11,37,47,3
6228882,38,71,81,92,98,77,63,4
7261900,18,26,46,77,45,27,31,2
7362589,60,45,58,31,71,19,50,4
9141123,49,35,72,29,62,1,41,2
8337106,50,57,19,82,75,87,55,4
8910093,38,53,47,6,12,68,42,2
8991236,32,36,97,62,30,27,43,2
6741563,23,64,16,54,92,34,46,3
6946346,43,63,82,50,96,52,58,4
8736799,95,75,19,95,36,41,75,6
9282373,18,55,47,55,50,73,43,2
5540926,58,32,59,74,2,11,42,2
6013689,16,59,84,9,68,7,41,2
8182996,57,65,85,36,42,86,63,4
6417798,61,43,15,48,58,17,45,3
6519555,76,41,83,18,9,15,48,3
9285005,27,61,13,14,49,65,44,2
9622827,44,62,94,50,38,82,59,4
6625965,29,44,39,76,55,38,40,2
8196211,86,62,70,46,96,55,72,5
9821183,52,59,25,54,49,35,51,4
5305235,69,71,77,99,81,92,72,5
8383522,68,29,71,36,72,14,49,3
9377275,66,36,36,23,60,42,44,2
9885258,52,39,75,77,81,28,53,4
5837325,69,40,2,33,1,54,45,3
6286706,64,54,78,2,40,78,59,4
6938909,40,74,78,14,42,58,52,4
8356419,61,55,56,89,52,43,59,4
5206771,38,52,72,22,98,90,52,4
5597513,75,61,16,85,78,93,70,5
5684686,70,40,5,0,62,18,47,3
6711970,42,25,94,42,90,21,40,2
6193750,63,51,88,95,22,50,58,4
6376653,33,34,97,52,21,92,42,2
7075183,71,32,8,10,94,19,49,3
5295430,41,74,45,75,95,19,57,4
8907800,56,42,4,29,87,10,40,2
9390628,56,45,72,81,14,84,55,4
5349096,8,58,17,40,92,30,39,2
7885710,40,44,45,94,54,18,46,3
8133993,35,55,61,64,39,48,46,3
9334990,71,48,24,12,18,32,48,3
7037007,12,53,63,21,41,38,35,2
7289209,13,34,7,55,72,41,26,2
8241137,53,68,95,42,33,12,58,4
9160663,96,49,70,25,99,81,75,6
5219276,29,50,44,9,89,15,38,2
6735804,16,69,39,50,55,12,37,2
7364072,29,48,79,47,62,9,40,2
7655870,85,52,88,37,73,42,66,5
8091715,64,47,74,16,37,83,53,4
8878451,65,55,71,39,87,67,61,4
5448602,57,61,86,61,92,19,59,4
5912332,69,42,89,10,92,92,59,4
6694844,33,36,0,57,37,31,33,2
5140876,85,40,26,59,79,78,60,4
5847118,23,63,92,78,70,92,57,4
6119313,72,60,84,75,54,72,68,5
6386803,45,56,73,56,19,39,47,3
6836133,80,70,54,83,84,13,67,5
6924795,47,46,77,85,37,70,55,4
8071598,66,74,32,83,17,81,61,4
9189646,37,39,12,10,60,5,30,2
5111484,59,64,41,14,20,19,51,4
5161424,54,59,98,48,49,50,60,4
7273015,27,39,85,74,33,61,46,3
9430524,77,61,95,99,13,17,64,4
6583745,65,45,2,67,12,59,49,3
7071715,24,56,25,46,4,99,43,2
9046465,69,57,95,69,86,24,65,5
6130367,67,42,41,68,77,27,53,4
6185917,69,63,52,57,82,10,59,4
8386872,63,52,55,39,85,2,54,4
9144149,21,60,71,44,90,55,48,3
5155127,61,87,96,89,44,56,69,5
5363500,69,61,23,42,81,9,55,4
6415562,21,48,13,49,28,87,38,2
7621449,88,58,81,81,28,21,66,5
8193294,62,50,67,31,7,78,51,4
8720651,72,45,60,99,32,83,63,4
9493483,21,65,86,24,72,99,52,4
7226460,61,42,42,81,99,79,56,4
8817481,32,55,91,63,55,31,48,3
9552319,29,48,76,62,70,82,49,3
5739666,68,58,30,52,6,54,54,4
5884658,49,48,9,61,18,23,38,2
9448054,29,41,79,87,78,87,50,4
8233232,94,28,63,18,57,50,54,4
8344128,38,38,34,37,39,21,40,2
9598775,52,53,70,90,90,70,59,4
6441945,67,67,13,96,45,28,62,4
7483117,44,40,84,11,53,25,43,2
7860307,82,41,41,65,18,83,56,4
9060264,70,42,98,69,74,14,60,4
5251286,52,66,15,81,16,37,49,3
5328477,48,52,64,0,27,26,43,2
6451984,44,38,97,19,96,20,44,2
6153160,68,51,92,97,16,93,64,4
6582929,84,57,19,27,58,9,57,4
6730447,81,62,83,76,82,60,76,6
8525485,40,38,98,29,46,61,42,2
5815722,48,69,90,74,5,63,57,4
5854930,78,39,73,21,94,40,57,4
7735351,42,42,42,35,86,41,45,3
6873982,42,62,36,33,96,39,53,4
7764671,66,47,9,77,24,37,49,3
9135194,48,41,93,6,95,13,46,3
9360489,49,45,70,65,50,87,55,4
5236434,38,43,94,23,23,50,42,2
5277712,45,46,44,59,32,28,41,2
6911680,89,68,3,62,94,60,68,5
8976656,69,67,66,81,4,62,62,4
6793246,82,48,18,30,83,44,57,4
7396082,15,50,61,5,23,38,33,2
9024257,67,77,40,69,96,21,62,4
9518232,13,64,51,15,90,7,38,2
7066583,35,44,54,25,96,6,40,2
8014191,43,27,3,2,25,24,27,2
8886658,82,52,15,10,27,43,52,4
5014551,35,37,91,10,30,56,38,2
7824957,39,61,8,90,88,36,51,4
8105810,30,55,35,10,47,50,38,2
8307659,71,49,38,39,47,61,58,4
6817400,23,70,2,58,22,66,40,2
7422131,33,56,93,0,13,76,41,2
7609917,57,42,8,18,23,89,44,2
9563315,60,57,30,66,33,64,55,4
8717293,29,52,98,62,25,96,49,3
9023841,13,79,20,43,14,81,41,2
9367353,18,46,8,77,60,79,38,2
6309052,37,27,82,54,20,29,36,2
7460349,72,44,25,55,10,92,53,4
9469242,48,48,19,43,74,37,47,3
7186532,57,23,79,91,59,19,48,3
8162721,21,36,69,38,8,6,29,2
8255131,57,41,15,11,61,58,42,2
9878916,71,46,37,81,30,66,58,4
5923516,84,54,27,29,59,9,54,4
6925313,30,45,3,30,29,33,34,2
7481489,74,20,39,8,27,3,37,2
9186304,9,53,3,98,11,72,38,2
5851310,48,41,33,58,16,3,36,2
7629015,49,58,90,95,11,65,58,4
9209245,30,46,82,30,77,17,43,2
9886046,21,63,23,81,26,98,43,2
5896663,6,36,99,76,17,76,35,2
6147104,62,40,33,99,52,66,55,4
6835346,52,52,62,28,85,61,57,4
9394224,59,51,74,46,50,26,52,4
5287122,29,39,69,36,65,5,37,2
7151766,47,55,29,46,27,41,44,2
7320873,64,55,34,1,71,16,46,3
5870779,51,43,72,31,84,15,49,3
7415447,71,57,77,53,31,47,63,4
8278182,11,48,70,70,29,45,36,2
8850184,68,64,37,42,41,86,63,4
5582935,60,50,65,55,9,10,48,3
6919917,24,48,63,70,39,52,41,2
7649567,91,36,34,11,49,12,51,4
9823972,46,86,99,80,60,67,66,5
7538552,47,24,61,69,32,87,49,3
9008677,14,56,48,97,6,34,40,2
9855198,42,59,63,96,73,66,57,4
6752797,51,67,88,67,81,76,67,5
9606515,50,72,46,44,33,2,53,4
9917024,44,39,20,70,61,60,46,3
5598778,27,81,62,94,67,91,65,5
6451242,79,44,63,83,16,49,57,4
7944038,47,54,8,90,38,17,45,3
8096359,18,51,69,44,11,1,34,2
6362540,46,40,66,37,37,66,46,3
8431246,74,50,56,94,82,52,61,4
8735140,49,62,80,27,95,24,54,4
9876540,51,33,83,3,45,79,42,2
6819345,43,50,5,99,68,73,49,3
6904354,78,44,50,60,80,10,56,4
9714661,37,67,51,0,76,80,50,4
9846833,54,49,16,42,81,98,51,4
7527502,55,74,10,59,62,45,59,4
9527669,73,41,19,29,67,26,47,3
9829494,65,46,80,46,69,52,55,4
9907765,38,48,45,94,10,27,46,3
6019505,66,60,88,86,15,32,63,4
7377599,89,59,78,26,38,3,59,4
8647854,16,41,91,26,73,81,38,2
9214382,52,68,94,2,71,27,56,4
5282747,30,55,58,72,26,47,45,3
5774721,62,37,76,51,96,75,58,4
6269847,49,32,23,98,45,4,41,2
7014336,42,46,10,3,31,36,35,2
7465006,44,29,68,76,73,50,47,3
7647980,68,72,25,42,25,56,58,4
8670069,59,48,27,47,0,56,48,3
6749870,50,72,76,37,30,45,59,4
8211431,35,46,32,27,86,33,38,2
8640945,59,53,36,44,79,16,49,3
8712559,47,50,95,87,71,25,54,4
5463890,20,72,84,78,78,95,55,4
6489252,18,45,25,47,25,40,32,2
7549574,52,57,38,72,27,35,48,3
6666823,63,38,49,56,40,16,50,4
6756178,32,50,69,9,81,32,44,2
9520850,48,50,7,43,89,51,47,3
5543963,89,53,19,57,57,70,61,4
6141085,71,50,65,37,52,89,59,4
8328956,53,58,90,54,70,69,59,4
8896817,72,44,82,97,91,22,66,5
5201356,50,44,62,37,92,57,49,3
7898723,67,47,6,1,46,42,42,2
9270882,96,71,65,86,73,51,80,6
9972134,78,35,20,7,78,88,53,4
6409946,49,76,27,17,68,47,54,4
7001858,74,42,73,84,64,61,60,4
7682911,38,50,72,73,50,91,53,4
8675745,21,47,40,38,24,4,29,2
5209837,11,36,12,58,10,10,26,2
5712710,40,30,56,2,49,54,36,2
5807121,19,47,16,55,37,59,33,2
7146795,20,59,18,27,2,31,33,2
6345727,24,52,47,53,61,82,46,3
7179627,56,52,73,47,85,66,60,4
8637852,93,52,19,4,75,35,60,4
9915039,82,56,95,71,90,7,65,5
6934332,27,56,98,48,57,34,47,3
7784469,70,47,54,12,58,28,52,4
8052852,81,44,80,93,80,38,66,5
8385435,63,40,2,13,58,12,40,2
5486554,28,46,7,38,20,71,35,2
8255279,56,68,86,70,55,36,59,4
8349041,30,55,95,80,45,92,56,4
5300236,57,42,71,23,87,79,55,4
5821562,43,50,53,65,69,65,50,4
6234144,63,28,6,53,54,6,41,2
6752485,42,41,73,94,36,53,49,3
5082824,94,64,78,79,32,80,76,6
5559833,30,68,2,94,78,23,49,3
7452036,67,42,96,15,79,73,60,4
7819682,64,33,94,16,45,25,48,3
5389996,64,37,32,65,21,10,42,2
7311565,27,62,84,64,58,70,53,4
7732854,51,62,69,2,44,84,53,4
8907960,49,29,58,23,68,93,47,3
5463114,52,64,50,25,45,74,53,4
7640859,41,54,61,68,33,36,48,3
9349783,83,61,25,33,12,58,59,4
9953771,24,47,63,44,51,28,37,2
6246737,55,72,50,45,14,78,55,4
6279568,82,15,67,15,61,35,49,3
7032367,27,39,6,79,71,49,36,2
9903863,27,39,76,9,61,22,38,2
5805296,59,59,7,91,40,5,52,4
8530876,20,46,81,52,33,7,34,2
8736280,53,42,56,85,52,68,53,4
9776779,57,21,58,77,85,18,44,2
5049962,39,58,41,54,12,42,42,2
5127915,37,54,29,98,66,30,47,3
6337833,25,34,69,63,6,1,33,2
8856382,52,48,93,86,58,30,53,4
6274962,37,53,76,68,69,26,49,3
7228594,36,60,14,35,73,59,43,2
8176460,35,54,89,99,94,89,57,4
7293060,53,50,66,27,55,48,49,3
7417630,8,52,2,76,8,94,35,2
7782992,26,69,57,14,57,18,43,2
8083020,20,50,57,75,31,48,39,2
5760690,11,73,86,60,49,80,53,4
7818128,74,17,86,71,97,30,57,4
9342391,25,50,40,69,40,89,40,2
5104124,90,21,88,57,92,10,56,4
5915034,49,57,83,66,95,57,61,4
5940650,49,61,40,77,51,67,54,4
7472569,22,55,40,3,2,15,26,2
5591715,19,37,74,77,17,99,41,2
5837002,58,56,55,54,76,61,60,4
7187636,30,53,74,9,14,35,35,2
8443198,46,56,8,80,53,79,52,4
6032575,68,41,22,77,25,98,52,4
7074086,51,72,32,2,60,44,48,3
7833563,92,74,19,0,37,92,68,5
9653767,82,47,98,10,7,62,54,4
5714671,48,68,83,18,17,93,55,4
8929502,57,62,78,11,18,10,49,3
8932357,86,81,85,59,26,87,78,6
5116422,57,44,19,53,13,6,45,3
5254292,70,45,40,17,11,8,42,2
6860973,12,60,95,5,53,34,39,2
9205077,73,50,34,89,49,24,57,4
6152673,61,45,32,85,22,46,49,3
7982362,66,47,91,0,21,87,52,4
8397590,67,55,93,14,24,8,51,4
8972698,44,57,96,11,86,15,50,4
6135079,23,52,82,43,6,20,37,2
8320723,26,39,55,36,80,31,36,2
9378054,56,51,84,53,91,89,66,5
5092093,51,55,81,7,70,98,59,4
6651431,26,55,16,55,37,82,44,2
8991969,28,35,64,36,98,73,45,3
9044274,23,35,90,54,35,42,38,2
5570080,35,49,44,50,74,55,49,3
8196598,67,44,18,61,80,5,52,4
9086132,57,57,38,7,37,81,51,4
9913890,53,39,74,49,29,50,46,3
7337941,52,57,97,54,75,95,63,4
9376609,48,62,47,3,61,29,45,3
9505614,70,53,9,54,25,7,49,3
9632969,71,28,55,7,88,42,48,3
6860455,34,77,62,6,28,98,52,4
7089712,83,31,45,16,29,62,51,4
7232207,39,34,65,64,22,81,41,2
8548770,56,33,70,23,79,12,47,3
5578295,54,50,10,24,22,62,43,2
6982326,70,68,65,13,75,63,63,4
8028780,30,49,56,51,67,1,38,2
8387097,49,79,1,9,97,43,54,4
5545318,40,68,65,20,36,64,52,4
6366198,32,43,22,8,61,12,33,2
6903523,69,51,54,96,35,70,59,4
7765148,60,59,44,35,26,77,54,4
5589220,67,58,39,94,97,91,66,5
5892844,49,64,51,72,84,73,58,4
9080676,79,49,91,25,36,23,57,4
9999965,51,73,13,34,63,1,49,3
5756116,50,55,4,29,93,59,50,4
6461092,48,50,23,74,58,94,53,4
8406108,36,38,29,43,87,15,39,2
8773962,82,42,25,25,39,55,49,3
5540394,54,49,68,52,11,61,50,4
7022333,86,46,86,1,78,69,63,4
9164804,51,51,30,93,56,10,47,3
6570736,19,63,3,6,66,80,41,2
6894006,37,40,9,12,84,58,40,2
7303574,15,15,39,19,53,15,19,1
7404013,69,55,36,61,71,15,59,4
6552055,36,36,3,88,57,72,40,2
6934613,36,62,1,62,83,13,46,3
9128748,76,53,18,1,65,59,53,4
5131221,85,51,51,53,4,75,57,4
5404909,52,43,50,18,29,9,39,2
6097440,74,50,72,54,36,17,54,4
5381736,72,60,50,90,99,58,68,5
6701920,50,50,15,64,71,64,51,4
8175933,28,42,86,81,44,48,46,3
8835619,27,57,41,96,12,2,36,2
7834490,55,56,33,94,96,3,60,4
9100283,37,54,72,14,37,50,40,2
9337221,79,31,37,33,62,66,55,4
9053701,54,49,9,91,81,70,59,4
9375464,87,38,24,5,10,14,45,3
9406134,83,44,26,83,31,0,56,4
7790997,63,61,24,25,4,44,52,4
8187809,14,59,61,74,79,88,51,4
8726348,52,57,93,39,30,87,54,4
6302521,52,38,47,19,34,21,39,2
6376025,66,40,19,24,32,49,44,2
6954039,28,41,41,39,27,75,39,2
7965620,18,48,74,46,49,56,39,2
6511871,60,60,20,54,83,92,58,4
7136367,57,65,47,40,1,76,56,4
8772025,31,54,34,50,77,79,48,3
6664453,13,53,17,92,65,74,41,2
7560344,68,50,26,4,63,27,46,3
8504507,48,45,1,20,2,51,39,2
8816299,4,59,89,94,61,8,44,2
5544135,18,57,97,78,99,78,55,4
5983955,58,62,95,32,3,13,49,3
9952967,64,36,24,7,36,75,44,2
6104858,29,53,90,38,15,25,43,2
6404811,33,69,51,61,27,16,46,3
8212129,40,24,31,85,76,77,43,2
5992001,46,47,50,3,92,87,48,3
7803036,86,39,85,53,5,29,56,4
8253996,43,57,51,18,42,80,50,4
5436300,43,65,12,43,34,40,43,2
7713045,77,55,50,11,9,89,59,4
8539151,30,49,39,15,46,27,36,2
8865816,78,38,45,32,56,73,56,4
5182957,71,38,83,92,50,75,58,4
6131979,62,49,77,88,44,19,58,4
9895594,74,39,52,62,16,51,52,4
5221528,76,58,16,70,16,75,58,4
7119671,52,76,59,58,87,87,66,5
7739929,45,47,32,35,78,73,49,3
6570357,68,48,24,26,24,6,44,2
7476906,53,39,4,56,57,39,44,2
9379046,58,46,42,34,83,27,46,3
5185056,25,32,63,5,65,36,31,2
8227556,26,69,37,66,63,68,51,4
9372180,40,49,44,15,51,75,47,3
6050179,68,60,32,9,53,24,50,4
6719713,46,54,5,39,59,46,45,3
8049314,32,43,22,80,20,53,41,2
8115930,29,34,39,33,74,17,34,2
5253662,70,42,46,48,39,29,54,4
6810581,34,61,6,21,71,88,48,3
7344088,42,40,46,89,71,25,48,3
9912107,40,48,14,39,86,97,49,3
5291645,43,54,65,18,67,34,46,3
7047135,11,33,99,38,56,20,31,2
9214265,56,57,7,93,0,96,51,4
5185778,49,71,50,90,38,25,57,4
7126503,70,61,18,64,27,91,62,4
9162753,59,38,57,47,58,86,50,4
5112379,55,53,38,90,60,68,55,4
6619078,70,74,6,98,35,51,61,4
7671250,63,76,79,85,65,83,71,5
